particle,sect,pdl,eff,eff_err,ko_eff,Q2lo,Q2hi
pip,6,38,1.0039,0.0360,0,1.750,5.250
pip,1,39,0.9920,0.0317,1,1.750,5.250
pip,2,39,0.7695,0.0287,1,1.750,5.250
pip,3,39,0.9159,0.0308,1,1.750,5.250
pip,4,39,1.0080,0.0325,1,1.750,5.250
pip,5,39,0.9147,0.0318,1,1.750,5.250
pip,6,39,1.0726,0.0409,0,1.750,5.250
pip,1,40,1.0033,0.0280,1,1.750,5.250
pip,2,40,0.7390,0.0255,1,1.750,5.250
pip,3,40,0.6565,0.0228,0,1.750,5.250
pip,4,40,0.9595,0.0278,1,1.750,5.250
pip,5,40,1.3781,0.0432,0,1.750,5.250
pip,6,40,0.9967,0.0303,1,1.750,5.250
pip,1,41,0.7951,0.0318,1,1.750,5.250
pip,2,41,0.6463,0.0301,1,1.750,5.250
pip,3,41,0.8698,0.0333,1,1.750,5.250
pip,4,41,0.9632,0.0349,1,1.750,5.250
pip,5,41,0.9297,0.0341,1,1.750,5.250
pip,6,41,1.0368,0.0369,1,1.750,5.250
pip,1,42,0.7450,0.0398,1,1.750,5.250
pip,2,42,1.0176,0.0616,1,1.750,5.250
pip,4,42,0.8930,0.0442,1,1.750,5.250
pip,6,42,0.9824,0.0481,1,1.750,5.250
pip,1,43,0.7899,0.0531,1,1.750,5.250
pip,2,43,1.1008,0.0954,1,1.750,5.250
pip,3,43,0.6359,0.0468,1,1.750,5.250
pip,4,43,0.8992,0.0550,1,1.750,5.250
pip,5,43,0.8185,0.0542,1,1.750,5.250
pip,6,43,0.7497,0.0513,1,1.750,5.250
pip,1,44,1.0125,0.0930,1,1.750,5.250
pip,2,44,0.8169,0.0804,1,1.750,5.250
pip,3,44,0.6659,0.0651,1,1.750,5.250
pip,4,44,0.9875,0.0777,1,1.750,5.250
pip,5,44,0.9288,0.0754,1,1.750,5.250
pip,1,46,0.3350,0.0764,1,1.750,5.250
pip,2,46,0.7541,0.1459,1,1.750,5.250
pip,3,46,0.0378,0.0250,0,1.750,5.250
pip,4,46,1.0677,0.1405,1,1.750,5.250
pip,5,46,0.7576,0.1412,1,1.750,5.250
pip,6,46,0.9323,0.1371,1,1.750,5.250
pip,1,47,0.1752,0.0937,1,1.750,5.250
pip,2,47,0.9311,0.2762,1,1.750,5.250
pip,3,47,0.2645,0.1135,0,1.750,5.250
pip,4,47,1.0689,0.2330,1,1.750,5.250
pip,5,47,0.6780,0.1824,1,1.750,5.250
pip,6,47,0.7037,0.2009,1,1.750,5.250
pip,1,48,1.2104,0.4063,1,1.750,5.250
pip,2,48,0.7896,0.2748,1,1.750,5.250
pip,3,48,0.2850,0.1563,1,1.750,5.250
pip,4,48,0.7731,0.2572,1,1.750,5.250
pip,5,48,0.3331,0.1742,1,1.750,5.250
pip,6,48,0.2164,0.1302,1,1.750,5.250
pip,2,45,0.0220,0.0198,0,1.750,5.250
pip,4,45,1.1452,0.1122,1,1.750,5.250
pip,5,45,0.8548,0.0966,1,1.750,5.250
pip,6,45,0.7337,0.0952,1,1.750,5.250
pip,3,3,0.3377,0.3217,1,1.750,5.250
pip,4,3,1.6623,1.5864,1,1.750,5.250
pip,4,2,1.0000,1.3630,1,1.750,5.250
