particle,sect,pdl,eff,eff_err,ko_eff,Q2lo,Q2hi
pip,4,42,1.0528,0.0387,0,1.750,5.250
pip,5,42,0.9152,0.0365,1,1.750,5.250
pip,6,42,0.9563,0.0382,1,1.750,5.250
pip,1,43,1.0121,0.0390,1,1.750,5.250
pip,2,43,0.8247,0.0359,1,1.750,5.250
pip,3,43,0.7150,0.0357,1,1.750,5.250
pip,4,43,0.9524,0.0402,1,1.750,5.250
pip,5,43,0.9879,0.0418,1,1.750,5.250
pip,6,43,0.8208,0.0390,1,1.750,5.250
pip,1,44,0.9480,0.0447,1,1.750,5.250
pip,2,44,1.0520,0.0481,1,1.750,5.250
pip,3,44,0.7603,0.0436,1,1.750,5.250
pip,4,44,0.9300,0.0464,1,1.750,5.250
pip,5,44,0.8787,0.0457,1,1.750,5.250
pip,6,44,0.6930,0.0429,1,1.750,5.250
pip,1,45,1.0239,0.0597,1,1.750,5.250
pip,2,45,0.1384,0.0217,1,1.750,5.250
pip,3,45,0.8352,0.0568,1,1.750,5.250
pip,4,45,1.1190,0.0647,0,1.750,5.250
pip,5,45,0.9761,0.0610,1,1.750,5.250
pip,6,45,0.8764,0.0607,1,1.750,5.250
pip,1,46,0.6847,0.0561,1,1.750,5.250
pip,2,46,0.9503,0.0661,1,1.750,5.250
pip,3,46,0.1267,0.0246,1,1.750,5.250
pip,4,46,0.9833,0.0734,1,1.750,5.250
pip,5,46,0.6017,0.0548,1,1.750,5.250
pip,6,46,1.0167,0.0767,1,1.750,5.250
pip,1,47,0.8670,0.0915,1,1.750,5.250
pip,2,47,1.0854,0.1021,1,1.750,5.250
pip,3,47,0.5923,0.0754,1,1.750,5.250
pip,4,47,0.9146,0.1058,1,1.750,5.250
pip,5,47,0.8346,0.0945,1,1.750,5.250
pip,6,47,0.4682,0.0817,1,1.750,5.250
pip,1,48,0.8538,0.1158,1,1.750,5.250
pip,2,48,1.0779,0.1271,1,1.750,5.250
pip,3,48,0.5173,0.0865,1,1.750,5.250
pip,4,48,0.9221,0.1336,1,1.750,5.250
pip,5,48,0.4089,0.0857,1,1.750,5.250
pip,6,48,0.8276,0.1570,1,1.750,5.250
pip,4,2,1.0000,1.2053,1,1.750,5.250
